google_id,name,lat,lng
ChIJg6Ly1a74sUAREomXcaq06Jo,Vivo - Fusion Food Bar Floreasca,44.4791299,26.1019982
ChIJs45oeXoCskARPuFXbaTyzB4,Fish Company,44.4787634,26.1030006
ChIJ7Qgve3oCskARB98UW5hUO2M,Salad Box,44.47826729999999,26.1038641
ChIJY9uDfHoCskARDPaURbYK0Pk,Pep and Pepper Promenada Mall,44.47868899999999,26.1032174
ChIJH8pmdHoCskAR8VgvareEev0,KFC Promenada,44.4783735,26.1037818
ChIJp8NPQoL4sUARlzYEfV6crf4,Pagaia Floreasca,44.4794821,26.10189459999999
ChIJgWlKcHoCskARMzSB3KYjqNg,Deliciul cartofilor,44.47868270000001,26.1037177
ChIJJ3dYEXcCskARsVBnLfBvWZ0,1 Minute Lakeview,44.476162,26.106238
ChIJL9uTcXoCskARnckrF1Bhr80,Scandia Sibiu,44.4787946,26.103672399999997
ChIJaQGR76H4sUARCKr3FjcZSAU,Seva Cuisine & Lounge,44.47636370000001,26.106340499999998
ChIJTTeE2HcCskARBOv792SYxkw,Glucoza Bar,44.474784,26.108300500000002
ChIJc0VB-HoCskAR877HMTiJFSU,JAPANOS AVIATIEI,44.480268599999995,26.10370039999999
ChIJM2bAV3oCskARWcyq2DYaSQk,View 4 Business Concept,44.48020899999999,26.103906
ChIJX2KxhCf0skARUiFasAior4o,Domino's Pizza Pipera,44.4807604,26.104605499999998
ChIJRQOOZ574sUARdtVCF76Fylo,Divan,44.470849799999996,26.1092866
ChIJJe35JUcCskAR0oIuWOeped4,La Radu,44.47818449999999,26.0990939
ChIJK0bnc3wCskARdIv1uEsFn8E,Stradale Oregon Park,44.4816855,26.10736559999999
ChIJVVUesXoCskARNzU6mUvlQa8,Fast Food La Gore,44.4799792,26.1004022
ChIJLy_LsXoCskARXTjyARMLx7w,Minuturi La Gore,44.4798419,26.100409699999997
ChIJ__-v33oCskARTwYXPIRx1oY,DOMINO'S PIZZA MAXIM SRL,44.4809895,26.102420499999997
